idx,text,label
82,"Australian Pattern Recognition Society

                         2nd CALL FOR PAPERS

                               DICTA-93

                          2nd Conference on -

         DIGITAL IMAGING COMPUTING: TECHNIQUES AND APPLICATIONS


Location: Macquarie Theatre
          Macquarie University
          Sydney

Date: 8-10 December 1993.


   DICTA-93 is the second biennial national conference of the
Australian Pattern Recognition Society.

   This event will provide an opportunity for any persons with an
interest in computer vision, digital image processing/analysis and other
aspects of pattern recognition to become informed about contemporary
developments in the area, to exchange ideas, to establish contacts and
to share details of their own work with others.

        The Following invited speakers will provide specialised
presentations:

Prof Gabor T. Herman, University of Pennsylvania on Medical Imaging.

Prof. R.M. Hodgson, Massey University New Zealand on Computer Vision.

Prof. Dominique Juelin, Centre de Morphologie Mathematique, Paris on
Mathematical Morphology.

Prof. John Richards, Aust. Defence Force Academy, Canberra on Remote
Sensing.

Dr. Phillip K. Robertson, CSIRO Division of Information Technology,
Canberra on Interactive Visualisation.


   The conference will concentrate on (but is not limited to) the
following areas of image processing:-

                * Computer Vision and Object Recognition
                * Motion Analysis
                * Morphology
                * Medical Imaging
                * Fuzzy logic and Neural Networks
                * Image Coding
                * Machine Vision and Robotics
                * Enhancement and Restoration
                * Enhancement and Restoration
                * Visualisation
                * Industrial Applications
                * Software and Hardware Tools

   Papers are sought for presentation at the conference and publication
in the conference proceedings. Submission for peer review should consist
of an extended abstract of 750-1000 words of doubled spaced text, summarizing the
technical aspects of the paper and any results that will be quoted.
Final papers should be limited to no more than 8 pages of text and
illustrations in camera-ready form.


   Four (4) copies of the abstract should be sent to:


                               DICTA-93
                          C/- Tony Adriaansen
                  CSIRO - Division of Wool Technology
                                PO Box 7
                             Ryde NSW 2112
                               Australia



                            IMPORTANT DATES

                Abstract due            - 25th June 1993
                Acceptance notified     - 27th August 1993
                Final paper due         - 15th October 1993



SOCIAL PROGRAM:

The conference dinner will be held on the Thursday 9th of December 1993.
Other social activities are being arranged.

Situated on a beautiful harbour, Sydney has many and varied places of
interest. The Opera House and Harbour Bridge are just two of the well
known landmarks. Harbour cruises, city tours to the Blue Mountains run
daily. We can provide further information on request.


ACCOMMODATION:

Accommodation within 15 min walking distance is available, ranging from
college style to 5 star Hotel facilities. Information will be supplied
upon request.


CONFERENCE FEES:

                        before 30th Sep.        After 30th Sep.
APRS Members              A$220                   A$250
APRS Student Members      A$120                   A$150
Others                    A$250                   A$280

Conference Dinner         A$35
on Dec 9th 1993


-------------------------------------------------------------
                ADVANCED REGISTRATION

Name:
Organisation:
Address

Phone:
Fax:
email:

                - I am a current Member of APRS.

                - I am not a current member of APRS.

                - Please send me information on accommodation.


I enclose a cheque for

-------------------------------------------------------------

Please send the above form to

DICTA-93
C/- Tony Adriaansen
CSIRO - Division of Wool Technology
PO Box 7
Ryde NSW 2112
Australia

The cheques should be made payable to DICTA-93.

For further information contact:
* Tony Adriaansen (02) 809 9495
* Athula Ginigie  (02) 330 2393
* email: dicta93@ee.uts.edu.au",1
83,": Does anyone out there have any info on the up and coming fall comdex '93? I was
: asked by one of my peers to get any info that might be available.  Or, could
: anyone point me in the right direction?  Any help would be appreciated.

	It's in Las Vegas (as always) between November 16th and 20th.
 
	For more information contact: The Interface Group
				      300 First Avenue
				      Needham, MA  02194-2722

	Sorry, no phone number available. Consult directory service
	in Massachusetts for the number (617, 508 or 413).

	-- Willy",2
84,"
assuming yours is a non turbo MR2, the gruffness is characteristic of
a large inline 4 that doesn't have balance shafts.  i guess toyota
didn't care about ""little"" details like that when they can brag about
the mid engine configuration and the flashy styling.

myself, i automatically cross out any car from consideration (or
recommendation) which has an inline 4 larger than 2 liters and no
balance shafts..  it is a good rule of thumb to keep in mind if you
ever want a halfway decent engine.  

if the noise really bugs you, there is nothing else that you can do
except to sell it and get a V6.
",7
85,"
However, also be aware that Implementor's notes are basicly
recommendations, they are *NOT* part of the spec.  As others have
noted, many vendors (including SGI) violate this.  Indeed, the main
point is to reduce impedance changes, and therefore reflections, and
therefore 'noise' on the bus.",3
86,"
I think you may be chasing the wrong problem.  I don't think it is the
function overloading at all-- I do that sort of thing all of the time
in BC++ without a hitch.  The big problems I have encountered in
porting MFC to BC++ is that fact that MFC _depends_ on a couple of
invalid C++ assumptions.

I have never gotten the _entire_ ctrltest app to run under BC++, but
the reason is that MS makes some bad assumptions about the order in
which static/global objects are initialized (i.e. some objects are
getting accessed before they are initialized).  The problem is in the
owner-draw menu code somewhere-- if you comment out that section, all
other pieces of ctrltest work fine.

Two other major gotchas I have found using MFC under BC++:

- The CFile::OpenFlags enum uses hard-coded numbers for the open mode,
  rather than the manifest constants defined in fcntrl.h (which differ
  between MSC and BC).

- All of the MFC collection classes depend on another bad C++
  assumption-- that a reference to a base object can used be in place
  of a reference to a derived object (true for pointers, NOT for
  references).

I am sure there are other problems along the same lines, but I have
not encountered them (yet).  I have not seen MFC 2.0 yet, but I hope
that some of these will be addressed.  If they are not, all of MS's
hype about portability to other vendor's compilers will be just that.
",2
87,"
Hi Noel,

I've made some attempts to write a converter that reads Adobe Type 1 fonts,
triangulates them, bevelizes them and extrudes them to result in a generic
3d object which could be used with PoV f.i.

The problem I'm currently stuck on is that theres no algorithm which
triangulates any arbitrary polygonal shape. Delaunay seems to be limited
to convex hulls. Constrained delaunay may be okay, but I have no code
example of how to do it.

Another way to do the bartman may be

- TGA2POV
- A selfmade variation of this, using heightfields.

  Create a b/w picture (BIG) of the text you need, f.i. using a PostScript
  previewer. Then, use this as a heightfield. If it is white on black,
  the heightfield is exactly the images white parts (it's still open
  on the backside). To close it, mirror it and compound it with the original.

Example:

object {
   union {
      height_field { gif ""abp2.gif"" }
      height_field { gif ""abp2.gif"" scale <1 -1 1>}
   }
   texture {
      Glass
   }
   translate <-0.5 0 -0.5>      //center
   rotate <-90 0 0>             // rotate upwards
   scale  <10 5 100>            // scale bigger and thicker
   translate <0 2 0>            // final placement
}


abp2.gif is a GIF of arbitrary size containing ""ABP"" black on white in
Times-Roman 256 points.
",1
88,"
                     ^^^^^^^^^^^^^^^^^^^^^^

Soderstrom plays with Philly, but he doesn't have a moulded mask.
He's got the helmet and cage variety, in white.  Or at least that's
what he wore thirteen hours ago.
",10
89,"I would like to experiment with the INTEL 8051 family.  Does anyone out  
there know of any good FTP sites that might have compiliers, assemblers,  
etc.?
",12
90,"Does anyone know what processor the Atari 2600 used? What I'm looking for is th
e pin-outs for the Atari 2600.... the schematics for it it... does anyone have
any idea where I could find this or any related information? This is very impor
tant. Also, are the ROM chips that were used fo rthe 2600 games still available
, or were they propreitary? Please email me with any responces, as this is very
 important.. Thanks a million...

BTW- Anyone who works/has worked for Atari, I could really use your help with i
nfo on the old 2600, please email me if you are willing to help me.... thatnks
alot!!",12
91,"

Is this a figment of your imagination? Here is another one:


 Source: ""Mitteilungsblatt, Berlin, December 1939, Nr. 2 and 5-6""

 Yet another historical fact: a fact that for years has been deliberately 
 forgotten, concealed, and wiped from memory - the fact of Armenian-Nazi 
 collaboration.

 A magazine called Mitteilungsblatt der Deutsch-Armenischen Gesselschaft
 is the clearest and most definite proof of this collaboration. The 
 magazine was first published in Berlin in 1938 during Nazi rule of Germany
 and continued publication until the end of 1944. Even the name of the
 magazine, which implies a declaration of Armenian-Nazi cooperation,
 is attention-getting.

 This magazine, every issue of which proves the collaboration, is historically
 important as documentary evidence. It is a heap of writing that should be
 an admonition to world opinion and to all mankind. 

 In Nazi Germany, Armenians were considered to be an Aryan race and certain
 political, economic, and social rights were thus granted to them. They 
 occupied positions in public service and were partners in Nazi practices.
 The whole world of course knows what awaited those who were not considered 
 ""Aryan"" and what befell them.


Serdar Argic",17
92,"
Not hard, you can do the refreshing and access cycles by software, but
this hogs most of the available CPU cycles on a low-end controller.
I've seen some application note from Philips that used one of their
8051 derivatives as a printer buffer, with up to 1MB of dynamic ram
that was accessed and refreshed with software bit-banging.

Another alternative would be to use one of those nice DRAM controller
chips that ""create static RAM appearance"" and all that, but they may
be too expensive to make it worthwhile.",12
